Incident,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary,Disposition
Hit & Run Non-Injury Collision,9238 Central Mesa Apts,10/26/2021,2021-1114,10/25/2021,12:00 PM - 4:00 PM,,Report Taken
Medical Aid,Gilman Dr,10/26/2021,2110260058,10/26/2021,6:06 PM,"Male requesting transport back to hospital, conscious and breathing",Referred To Other Agency - San Diego Fire Department
Property Damage,Mesa Nueva - Cala,10/26/2021,2021-1115,10/26/2021,6:20 PM,"Report of fire inside an oven, Damage $600.00",Report Taken
Noise Disturbance,La Jolla Del Sol Apts,10/26/2021,2110260061,10/26/2021,7:08 PM,,Cancelled
Disturbance - Verbal Argument,UCSD Residential Area,10/26/2021,2021-1116,10/26/2021,7:08 PM,Reporting part in verbal argument with juvenile son,Report Taken
Illegal Vendor / Solicitor,South Mesa Apts,10/26/2021,2110260062,10/26/2021,7:14 PM,Unknown male at reporting party's door,Gone On Arrival
Medical Aid,Costa Verde Blvd,10/26/2021,2110260065,10/26/2021,8:04 PM,"Reporting party fell down, unable to get up",Referred To Other Agency - San Diego Fire Department
Incomplete / Accidental Wireless 911 Call,Lot 759,10/26/2021,2110260066,10/26/2021,8:05 PM,,Logged Event
Security Alarm,Leichtag Family Foundation Biomed Research,10/26/2021,2110260067,10/26/2021,8:19 PM,,False Alarm
UC Policy Violation,Canyon Vista Admin & Dining Facility,10/26/2021,2110260072,10/26/2021,9:21 PM,Mask violation,Referred To Student Conduct
UC Policy Violation,Warren Student Activity Center,10/26/2021,2110260073,10/26/2021,9:29 PM,Mask violation,Referred To Student Conduct
Noise Disturbance,Seventh College East #1,10/26/2021,2110260076,10/26/2021,10:03 PM,Reporting party hears male yelling for past few hours,Unable To Locate
Psych Subject,UCSD Residential Area,10/26/2021,2021-1117,10/26/2021,10:46 PM,Psych subject requesting ride to hospital ,Transported To Hospital
Noise Disturbance,NTPLL - Kaleidoscope,10/26/2021,2110260078,10/26/2021,11:14 PM,Loud music,Referred To Student Conduct
UC Policy Violation,Canyon Vista Admin & Dining Facility,10/26/2021,2110260080,10/26/2021,11:24 PM,,Referred To Student Conduct
UC Policy Violation,Nuevo West - Viento,10/27/2021,2110270001,10/27/2021,12:06 AM,Odor of cigarette,Unable To Locate
Noise Disturbance,Asia Hall,10/27/2021,2110270002,10/27/2021,12:09 AM,Loud music,Referred To Student Conduct
Marijuana Contact,Europe Hall,10/27/2021,2110270004,10/27/2021,12:30 AM,Group in stairwell smoking marijuana,Referred To Student Conduct
UC Policy Violation,Europe Hall,10/27/2021,2110270006,10/27/2021,12:47 AM,Guest violation,Referred To Student Conduct
UC Policy Violation,Canyon Vista Admin & Dining Facility,10/27/2021,2110270008,10/27/2021,2:22 AM,Mask violation,Referred To Student Conduct
Attempted Grand Theft,La Jolla Del Sol Apts,10/27/2021,2021-1118,10/26/2021 - 10/27/2021,5:30 PM - 7:35 AM,Unknown suspect(s) attempted to steal catalytic converter from victim's vehicle,Disposition Report Taken
Bicyclist Stop,Voigt Dr / Lot 510,10/27/2021,2110270020,10/27/2021,8:47 AM,,Verbal Warning Issued
Suspicious Person,Robert Paine Scripps Forum,10/27/2021,2021-1119,10/27/2021,9:55 AM,Male transient inside restaurant yelling and talking to self,Stay Away Order Issued
Citizen Contact,University Center 301,10/27/2021,2110270030,10/27/2021,11:43 AM,Bag of keys left on top of vehicle,Service Provided
Citizen Contact,UCSD Police Department,10/27/2021,2110270033,10/27/2021,1:58 PM,Female wants to add additional information to a report,Service Provided
Medical Aid,Nobel Dr,10/27/2021,2110270034,10/27/2021,2:32 PM,Subject fell off ladder and broke ankle,Referred To Other Agency - San Diego Fire Department
Citizen Contact,UCSD Police Department,10/27/2021,2110270036,10/27/2021,3:10 PM,Female in lobby requesting to speak with officer regarding possible crime,Referred To Other Agency - San Diego Police
Injury,Nuevo West  - Vela Parking Structure,10/27/2021,2021-1120,10/27/2021,4:29 PM,Female injured ankle when stepping off UC San Diego transit bus,Transported To Hospital
Welfare Check,Lebon Dr,10/27/2021,2110270045,10/27/2021,4:56 PM,San Diego Police requesting assistance with welfare check on student,Referred To Other Agency - San Diego Police Department
Suspicious Circumstances,"Encelia Dr, La Jolla",10/27/2021,2110270047,10/27/2021,5:40 PM,,Referred To Other Agency - San Diego Police Department
Information,Scholars Dr North,10/27/2021,2110270048,10/27/2021,5:52 PM,"Caller advised might be having tachycardia, declined medics",Referred To Other UCSD Department - UC Health Nurses Advice Line
Reckless Driving,San Diego Police Northern Division,10/27/2021,2110270049,10/27/2021,6:02 PM,"Subject involved in road rage incident, hood kicked in",Referred To Other Agency - San Diego Police Department
Security Alarm,EBU1,10/27/2021,2110270052,10/27/2021,6:45 PM,,False Alarm
Disturbance,Glider Port,10/27/2021,2110270053,10/27/2021,7:07 PM,Report of altercation in parking lot,Referred To Other Agency - San Diego Police Department
Welfare Check,Mesa Nueva - Marea,10/27/2021,2110270055,10/27/2021,8:42 PM,Nurse unable to inform student with positive COVID test,Unable to Locate
Security Alarm,University Center,10/27/2021,2110270058,10/27/2021,9:07 PM,,False Alarm
Incomplete/Accidental Wireless 911 Call,One Miramar Street - Building 2,10/27/2021,2110270061,10/27/2021,10:13 PM,,Logged Event
Injury,RIMAC,10/27/2021,2021-1122,10/27/2021,10:14 PM,"Male student fell while playing dodgeball, resulting in fracture",Transported to Hospital
Information Only Report,Tuolomne Apartments,10/27/2021,2021-1123,10/25/2021 - 10/27/2021,12:00 PM-10:00 PM,Roommate dispute,Report Taken
UC Policy Violation,Nuevo West - Viento,10/27/2021,2110270064,10/27/2021,10:20 PM,Complaint of cigarette smoke odor,Unable to Locate
Security Alarm,Leichtag Biomedical Research,10/27/2021,2110270066,10/27/2021,10:24 PM,,False Alarm
Quiet Hours Contact,Mesa Nueva - Cala,10/27/2021,2110270067,10/27/2021,11:10 PM,,Referred to Student Conduct
Disturbance - Psych Subject ,Ridgewalk/Solis Hall,10/27/2021,2021-1124,10/27/2021 - 10/28/2021,11:35 PM - 3:54 AM,Male student expressed having suicidal ideations,Service Provided
Illegal Camping,Mesa Childcare Center,10/28/2021,2110280003,10/28/2021,12:56 AM,,Gone On Arrival
Noise Disturbance,Matthews Apts B,10/28/2021,2110280005,10/28/2021,12:58 AM,Loud Talking,Gone On Arrival
Property Damage,EBU2,10/28/2021,2021-1125,10/28/2021,2:15 AM,"Fire alarm activated, due to large water leak from broken sprinkler",Report Taken
Citizen Contact,Gilman Parking Structure,10/28/2021,2110280011,10/28/2021,2:42 AM,Unknown male sitting near edge of parking structure,Checks OK
Security Alarm,University Center 108,10/28/2021,2110280017,10/28/2021,8:10 AM,,False Alarm
Suspicious Person,Glider Port,10/28/2021,2110280025,10/28/2021,9:19 AM,,Disposition Gone On Arrival
Fire Alarm,NTPLL - Mosaic,10/28/2021,2110280032,10/28/2021,10:41 AM,,Referred To Other Agency - San Diego Fire Department
Vandalism,Skaggs Pharmaceutical,10/28/2021,2021-1127,10/28/2021,10:52 AM,"Graffiti on walls, Damage $300.00",Report Taken
Attempt Suicide / Psych Subject Detention,UCSD Residential Area,10/28/2021,2021-1126 ,10/28/2021,10:40 AM - 1:05 PM,,Transported To Hospital
Incomplete / Accidental Wireless 911 Call,Osler Parking Structure,10/28/2021,2110280039,10/28/2021,11:40 AM,,Logged Event
Incomplete / Accidental Wireless 911 Call,Unknown Location,10/28/2021,2110280046,10/28/2021,1:54 PM,,Logged Event
Traffic Hazard,La Jolla Village Dr / Regents Rd,10/28/2021,2110280047,10/28/2021,2:49 PM,Stalled vehicle,Referred To Other Agency - San Diego Police Department
Incomplete / Accidental Wireless 911 Call,Unknown Location,10/28/2021,2110280048,10/28/2021,2:41 PM,,Logged Event
Suspicious Person,Center Hall,10/28/2021,2110280050,10/28/2021,3:09 PM,,Unable To Locate
Medical Aid,Rebecca And John Moores Cancer Center,10/28/2021,2110280052,10/28/2021,4:17 PM,Medical transport patient,Referred To Other Agency - San Diego Fire Department
Welfare Check,"Manchester St, National City",10/28/2021,2110280054,10/28/2021,4:43 PM,Staff members concerned for adult male employee who they felt said goodbye with some kind of finality to it,Referred To Other Agency - National City Police Department
Welfare Check,UCSD Police Department,10/28/2021,2110280057,10/28/2021,5:30 PM,Student posted suicidal ideations on public social media site,Information Only
Suspicious Person,Structural And Material Engineering Bldg,10/28/2021,2110280058,10/28/2021,7:00 PM,,Unable To Locate
Security Alarm,Student Services Center,10/28/2021,2110280059,10/28/2021,7:53 PM,,False Alarm
Information,UCSD Health Urgent Care,10/28/2021,2110280061,10/28/2021,8:17 PM,"Unknown male walked into clinic when office was closing, is now sitting inside vehicle outside staff exit",Information Only
Suspicious Circumstances,Price Center,10/28/2021,2110280062,10/28/2021,8:32 PM,,Information Only
Noise Disturbance,Earth Hall,10/28/2021,2110280068,10/28/2021,10:21 PM,Loud music,Quiet On Arrival 
Incomplete / Accidental Wireless 911 Call,Scripps Memorial Hospital - Genesee Ave,10/28/2021,2110280070,10/28/2021,10:47 PM,,Logged Event
Disturbance - Verbal Argument,Thornton Pavilion,10/28/2021,2110280073,10/28/2021,11:17 PM,Reporting party upset about hospital wait time,Service Provided
Noise Disturbance,North America Hall,10/28/2021,2110280075,10/28/2021,11:51 PM,Loud music,Referred To Student Conduct
Battery ,UCSD Medical Facility - Hillcrest,10/28/2021,HC21-10-27-0994,10/27/2021,11:20 AM,Patient kicked hospital staff member,Hospital Security Report Taken
Noise Disturbance,Marshall Upper Apartments ,10/29/2021,2110290003,10/29/2021,12:34 AM,,Referred to Student Conduct
Noise Disturbance,Mesa Nueva - Marea,10/29/2021,2110290004,10/29/2021,12:37 AM,,Gone On Arrival 
Quiet Hours Contact,Mesa Nueva,10/29/2021,2110290005,10/29/2021,12:52 AM,,Will Cooperate
Quiet Hours Contact,Tioga Hall,10/29/2021,2110290006,10/29/2021,1:07 AM,,Will Cooperate
Noise Disturbance,Nuevo East - Capa,10/29/2021,2110290007,10/29/2021,1:09 AM,Loud music and laughing,Quiet On Arrival
Alcohol Contact,Argo Hall,10/29/2021,2110290008,10/29/2021,1:26 AM,,Disposition Referred to Student Conduct
Noise Disturbance,Pepper Canyon Apartments,10/29/2021,2110290009,10/29/2021,1:28 AM,,Referred to Student Conduct
Noise Disturbance,Tenaya Hall,10/29/2021,2110290010,10/29/2021,1:44 AM,Loud talking and music,Unable to Locate
Noise Disturbance,Mesa Nueva,10/29/2021,2110290015,10/29/2021,4:14 AM,Loud talking and laughing,Unable to Locate
Property Damage,Tata Hall,10/29/2021,2021-1128,10/28/2021 - 10/29/2021,2:10 PM - 6:10 AM,Damage to UC owned vehicle,Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290020,10/29/2021,6:43 AM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290022,10/29/2021,8:05 AM,,Logged Event
Security Alarm,Student Services ,10/29/2021,2110290023,10/29/2021,8:06 AM,,False Alarm
Security Alarm,Communication Building,10/29/2021,2110290024,10/29/2021,8:07 AM,,False Alarm
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290025,10/29/2021,8:10 AM,,Logged Event 
Vandalism,La Jolla del Sol Apartments,10/29/2021,2021-1129,10/28/2021 - 10/29/2021,4:00 PM - 8:00 AM ,"Unknown suspect(s) used a tool to force open door lock, damage $15.00",Report Taken
Welfare Check,Preuss School,10/29/2021,2110290027,10/29/2021,8:41 AM,Elderly male in porter potty in need of assistance,Referred to Other Agency - San Diego Fire Department
Suspicious Person,Nuevo West,10/29/2021,2110290029,10/29/2021,8:53 AM,Subject camping in study room,Field Interview
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290031,10/29/2021,8:10 AM,,Logged Event
Non Injury Collision,La Jolla del Sol Apartments,10/29/2021,2110290035,10/29/2021,9:49 AM,,Cancelled
Voluntary Psych Referral,UCSD Residential Area,10/29/2021,2021-1130,10/29/2021,9:51 AM,Female student with thoughts of self harm,Transported to Hospital
Incomplete/ Accidental Wireless 911 Call,Ridgewalk Academic Building,10/29/2021,2110290037,10/29/2021,10:02 AM,,Logged Event
Reckless Driving,Interstate 5/ Genesee Av,10/29/2021,2110290038,10/29/2021,10:20 AM,Vehicle tailgating other vehicles,Referred to Other Agency - California Highway Patrol
Ticket Sign Off,UCSD Police Department,10/29/2021,2110290040,10/29/2021,10:57 AM,,Service Provided
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290041,10/29/2021,11:26 AM,,Logged Event
Welfare Check ,Ridgewalk Academic Building,10/29/2021,2110290042,10/29/2021,11:30 AM,Subject hitting himself,Checks OK
Property Damage,Preuss School,10/29/2021,2021-1131,10/29/2021,11:45 AM,"Accidental fire, Halloween door decorations caught on fire",Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290045,10/29/2021,12:18 PM,,Logged Event 
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290049,10/29/2021,12:54 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290050,10/29/2021,12:56 PM,,Logged Event
Petty Theft,One Miramar Street,10/29/2021,2021-1132,10/28/2021 - 10/29/2021,1:00 AM - 2:20 PM,"Theft from vehicle, loss $95.00",Report Taken
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290056,10/29/2021,2:49 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290057,10/29/2021,2:50 PM,,Logged Event
Citizen Flagdown,Lot 401,10/29/2021,2110290059,10/29/2021,3:25 PM,Request for directions,Service Provided
Suspicious Person,Preuss School - Building A,10/29/2021,2110290061,10/29/2021,4:22 PM,Transient hanging around in front of location,Will Cooperate
Medical Aid,Student Health & Wellness Center,10/29/2021,2110290062,10/29/2021,4:52 PM,Patient having a possible allergic reaction,Transported To Hospital
Indecent Exposure,La Jolla Farms Rd,10/29/2021,2110290063,10/29/2021,5:32 PM,"Reporting party saw male on campus, who friends state they have seen in various other locations performing lewd act in public",Information Only
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290064,10/29/2021,5:55 PM,,Logged Event
Fire Alarm,Seventh College East,10/29/2021,2110290068,10/29/2021,6:27 PM,,False Alarm
Suspicious Person,Warren Mall,10/29/2021,2110290069,10/29/2021,6:27 PM,Unknown male started walking with reporting party and wouldn't stop asking her questions,Unable to Locate
Incomplete/ Accidental Landline 911 Call,UCSD Police Department,10/29/2021,2110290071,10/29/2021,6:38 PM,,Logged Event
Incomplete/ Accidental Wireless 911 Call,UCSD Police Department,10/29/2021,2110290072,10/29/2021,6:39 PM,,Logged Event
Suspicious Person,Rita Atkinson Residences,10/29/2021,2110290073,10/29/2021,6:40 PM,Second hand report of possible male heard screaming,Unable to Locate
Incomplete/ Accidental Wireless Landline 911 Call,UCSD Police Department,10/29/2021,2110290074,10/29/2021,6:43 PM,,Logged Event
Noise Disturbance,Thurgood Marshall Res Hall,10/29/2021,2110290088,10/29/2021,8:41 PM,Loud speaker and yelling,Checks OK
Non Injury Accident Report,Transit Operations Trailer,10/29/2021,2021-1133,10/29/2021,5:30 PM,,Report Taken
Psych Subject Detention,Gilman Bridge,10/29/2021,2021-1134,10/29/2021,9:28 PM,Adult male with suicidal ideations,Transported to Hospital
Noise Disturbance,Mesa Nueva,10/29/2021,2110290096,10/29/2021,10:51 PM,Yelling heard,Quiet On Arrival
Excessive Alcohol/ Drugs,Scholars Dr North,10/29/2021,2021-1135,10/29/2021,11:20 PM,Intoxicated male found lying on bedroom floor unresponsive,Referred to Other Agency - San Diego Fire Department
Injury,La Jolla Shores Dr,10/29/2021,2110290099,10/29/2021,11:29 PM,"Intoxicated male fell off a ledge, hitting his head",Referred to Other Agency - San Diego Fire Department
Medical Aid,Inayah Ln,10/29/2021,2110290101,10/29/2021,11:32 PM,Report of male passed out,Referred to Other Agency - San Diego Fire Department
Discharging Firearm,South Mesa Apartments,10/29/2021,2110290104,10/29/2021,11:53 PM,,Unfounded
Incomplete/ Accidental Wireless 911 Call,Natural Science Building ,10/29/2021,2110290105,10/29/2021,11:49 PM,,Logged Event
Noise Disturbance ,Mesa Nueva - Arena,10/29/2021,2110290106,10/29/2021,11:53 PM,Yelling heard,Unable to Locate
Quiet Hours Contact,Geneva Hall,10/29/2021,2110290107,10/29/2021,11:54 PM,,Referred to Student Conduct
Vandalism,UCSD Medical Facility - Hillcrest,10/29/2021,HC21-10-28-0996,10/28/2021,8:34 AM,Vehicle was vandalized in parking structure,Hospital Security Report Taken
Vandalism,UCSD Medical Facility - Hillcrest,10/29/2021,HC21-10-28-0999,10/28/2021,12:00 AM,UCSD employee's vehicle was vandalized,Hospital Security Report Taken
Welfare Check,"Tacoma, WA",10/30/2021,2110300002,10/30/2021,12:10 AM,Reporting party concerned about friend in Washington State,Referred To Other Agency - Tacoma Police Department
Trespass,NTPLL - Kaleidoscope,10/30/2021,2110300003,10/30/2021,12:13 AM,,Referred To Student Conduct
Noise Disturbance,Asia Hall,10/30/2021,2110300004,10/30/2021,12:20 AM,"Large group outside building, yelling and playing loud music",Gone On Arrival
UC Policy Violation,Tioga Hall,10/30/2021,2110300006,10/30/2021,12:41 AM,Guest violation,Referred To Student Conduct
Disturbance - Party,NTPLL - Kaleidoscope,10/30/2021,2110300007,10/30/2021,12:54 AM,,Referred To Student Conduct
Person Down,Scholars Dr North,10/30/2021,2110300008,10/30/2021,1:07 AM,Person lying in middle of roadway,Disposition Checks OK
